SITENO,SITENAME,CATEGORY,AGENCY,LONGDD,LATDD,SITEURL
3188900,"LAUREL CREEK NEAR FENWICK, WV",ST,USGS,-80.5880556,38.1636111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03188900
3167300,"MIRA FORK TRIB NEAR DUGSPUR, VA",ST,USGS,-80.5786771,36.8379088,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03167300
3170500,"LITTLE RIVER RESERVOIR NEAR RADFORD, VA",LK,USGS,-80.5725584,37.07762584,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03170500
3171000,"NEW RIVER AT RADFORD, VA",ST,USGS,-80.56922499,37.14179254,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03171000
2113850,"ARARAT RIVER AT ARARAT, NC",ST,USGS,-80.5616667,36.40444444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02113850
3170000,"LITTLE RIVER AT GRAYSONTOWN, VA",ST,USGS,-80.5567239,37.03762635,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03170000
3187500,"CRANBERRY RIVER NEAR RICHWOOD, WV",ST,USGS,-80.5264749,38.2953903,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03187500
317155123,"SINKING CREEK AT COVERED BRIDGE LN NR NEWPORT, VA",ST,USGS,-80.5169444,37.311,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0317155123
317154954,"SINKING CREEK ALONG ROUTE 604 NEAR NEWPORT, VA",ST,USGS,-80.50888889,37.3132222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0317154954
3194700,"ELK RIVER BELOW WEBSTER SPRINGS, WV",ST,USGS,-80.4903644,38.59732627,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03194700
3186500,"WILLIAMS RIVER AT DYER, WV",ST,USGS,-80.4839737,38.37899915,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03186500
3182970,"GREENBRIER RIVER AT RONCEVERTE, WV",ST,USGS,-80.4685556,37.74488889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03182970
3183000,"SECOND CREEK NEAR SECOND CREEK, WV",ST,USGS,-80.4567373,37.68484474,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03183000
3182890,"GREENBRIER RIVER AT CALDWELL, WV",ST,USGS,-80.3975278,37.78213889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03182890
3182600,"GREENBRIER RIVER AT RENICK, WV",ST,USGS,-80.35638889,37.98930556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03182600
3182900,"HOWARD CREEK AT WHITE SULPHUR SPRINGS, WV",ST,USGS,-80.3046111,37.79344444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03182900
2068500,"DAN RIVER NEAR FRANCISCO, NC",ST,USGS,-80.3030556,36.515,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02068500
3182700,"ANTHONY CREEK NEAR ANTHONY, WV",ST,USGS,-80.28988889,37.9086111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03182700
3182888,"DRY CREEK AT TUCKAHOE, WV",LK,USGS,-80.2781241,37.7412334,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03182888
2053800,"S F ROANOKE RIVER NEAR SHAWSVILLE, VA",ST,USGS,-80.2664328,37.1401323,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02053800
2071530,"SMITH RIVER AT SMITH RIV CHURCH NR WOOLWINE, VA",ST,USGS,-80.24921848,36.778468,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02071530
2054500,"ROANOKE RIVER AT LAFAYETTE, VA",ST,USGS,-80.2092089,37.23652179,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02054500
205450393,"ROANOKE RIVER ALONG ROUTE 626 AT LAFAYETTE, VA",ST,USGS,-80.19975,37.23430556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205450393
205450495,"ROANOKE RIVER ABOVE ROUTE 11 AT LAFAYETTE, VA",ST,USGS,-80.1967778,37.2337222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205450495
205373035,"BOTTOM CREEK ABOVE TRIBUTARY NR BENT MOUNTAIN, VA",ST,USGS,-80.1519167,37.1870833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205373035
205373075,"BOTTOM CREEK ALONG ROUTE 612 NR BENT MOUNTAIN, VA",ST,USGS,-80.1440833,37.1913611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205373075
205373422,"BOTTOM CREEK BL POOR MTN RD NEAR BENT MOUNTAIN, VA",ST,USGS,-80.1413611,37.16475,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205373422
2054530,"ROANOKE RIVER AT GLENVAR, VA",ST,USGS,-80.1394858,37.26791157,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02054530
205373228,"BOTTOM CREEK ABOVE CONFLUENCE NR BENT MOUNTAIN, VA",ST,USGS,-80.1350833,37.1731111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205373228
3182500,"GREENBRIER RIVER AT BUCKEYE, WV",ST,USGS,-80.13,38.1862222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03182500
2069700,"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",ST,USGS,-80.1294928,36.570971,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02069700
2017500,"JOHNS CREEK AT NEW CASTLE, VA",ST,USGS,-80.106715,37.5062397,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02017500
3182050,"MARLIN RUN AT MARLINTON, WV",LK,USGS,-80.0808982,38.22012028,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03182050
3049930,"ELKWATER FORK NEAR SPANGLER, WV",LK,USGS,-80.0611111,38.5983333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03049930
2013000,"DUNLAP CREEK NEAR COVINGTON, VA",ST,USGS,-80.0470043,37.8029022,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02013000
2014000,"POTTS CREEK NEAR COVINGTON, VA",ST,USGS,-80.0422802,37.72901408,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02014000
3049925,"TYGART VALLEY RIVER AT VALLEY HEAD, WV",ST,USGS,-80.0370128,38.55289056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03049925
3181949,"KNAPP CREEK NEAR MARLINTON, WV",ST,USGS,-80.0278056,38.1978611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03181949
2071900,"PHILPOTT RES AT PHILPOTT DAM NR PHILPOTT, VA",LK,USGS,-80.0275426,36.781248,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02071900
2072000,"SMITH RIVER NEAR PHILPOTT, VA",ST,USGS,-80.0247647,36.7806925,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02072000
2054750,"ROANOKE RIVER AT ROUTE 117 AT ROANOKE, VA",ST,USGS,-80.00788889,37.27155556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02054750
2018500,"CATAWBA CREEK NEAR CATAWBA, VA",ST,USGS,-80.00532199,37.46818624,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02018500
2072500,"SMITH RIVER AT BASSETT, VA",ST,USGS,-80.00087509,36.77013709,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02072500
2013100,"JACKSON RIVER BL DUNLAP CREEK AT COVINGTON, VA",ST,USGS,-80.00061319,37.7887362,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02013100
2017700,"CRAIG CREEK TRIB NEAR NEW CASTLE, VA",ST,USGS,-79.9975476,37.5559622,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02017700
2070500,"MAYO RIVER NEAR PRICE, NC",ST,USGS,-79.99138889,36.53388889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02070500
2012800,"JACKSON RIV AT FILTRATION PLANT AT COVINGTON, VA",ST,USGS,-79.9883907,37.8109585,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02012800
2070000,"NORTH MAYO RIVER NEAR SPENCER, VA",ST,USGS,-79.98726539,36.56819358,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02070000
2012500,"JACKSON RIVER AT FALLING SPRING, VA",ST,USGS,-79.9772797,37.87679164,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02012500
3180900,"GREENBRIER RIVER AT CLOVER LICK, WV",ST,USGS,-79.9694444,38.3317222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03180900
3049975,"TYGART VALLEY RIVER AT MILL CREEK, WV",ST,USGS,-79.95963889,38.73166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03049975
2011799,"JACKSON RIVER ABOVE SPRING NEAR HOT SPRINGS, VA",ST,USGS,-79.95313889,37.9499722,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02011799
2011800,"JACKSON RIVER BL GATHRIGHT DAM NR HOT SPGS, VA",ST,USGS,-79.94922369,37.94845825,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02011800
2055000,"ROANOKE RIVER AT ROANOKE, VA",ST,USGS,-79.9386485,37.25847085,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02055000
205551460,"LICK RUN ABOVE PATTON AVENUE AT ROANOKE, VA",ST,USGS,-79.9375556,37.27794444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205551460
2055100,"TINKER CREEK NEAR DALEVILLE, VA",ST,USGS,-79.9353193,37.41763318,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02055100
2055379,"TINKER CREEK UPPER AT COLUMBIA ST AT ROANOKE, VA",ST,USGS,-79.9324444,37.31405556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02055379
2055080,"ROANOKE RIVER AT THIRTEENTH ST BR AT ROANOKE, VA",ST,USGS,-79.9154444,37.26419444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02055080
2018000,"CRAIG CREEK AT PARR, VA",ST,USGS,-79.9114388,37.66596174,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02018000
205551614,"TINKER CREEK ABOVE GLADE CREEK AT ROANOKE, VA",ST,USGS,-79.9093611,37.27788889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205551614
2011500,"BACK CREEK NEAR MOUNTAIN GROVE, VA",ST,USGS,-79.8970003,38.0695688,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02011500
2011400,"JACKSON RIVER NEAR BACOVA, VA",ST,USGS,-79.8814439,38.04234707,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02011400
2073000,"SMITH RIVER AT MARTINSVILLE, VA",ST,USGS,-79.8805946,36.6612486,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02073000
2056000,"ROANOKE RIVER AT NIAGARA, VA",ST,USGS,-79.87142539,37.2551384,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02056000
3067510,"SHAVERS FORK NR CHEAT BRIDGE, WV",ST,USGS,-79.8697849,38.6170576,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03067510
2056650,"BACK CREEK NEAR DUNDEE, VA",ST,USGS,-79.8680915,37.22763879,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02056650
2056900,"BLACKWATER RIVER NEAR ROCKY MOUNT, VA",ST,USGS,-79.8441993,37.0451406,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02056900
2011490,"LITTLE BACK CREEK NEAR SUNRISE, VA",ST,USGS,-79.8375546,38.21456767,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02011490
3180500,"GREENBRIER RIVER AT DURBIN, WV",ST,USGS,-79.833115,38.54372659,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03180500
205696042,"BLACKWATER RIVER ABOVE MAPLE BRANCH NR REDWOOD, VA",ST,USGS,-79.8268333,37.05227778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205696042
2071000,"DAN RIVER NEAR WENTWORTH, NC",ST,USGS,-79.8261111,36.4125,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02071000
205696095,"BLACKWATER RIVER BELOW MAPLE BRANCH NR REDWOOD, VA",ST,USGS,-79.8254722,37.0558333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0205696095
2011470,"BACK CREEK AT SUNRISE, VA",ST,USGS,-79.81172,38.19040156,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02011470
2016500,"JAMES RIVER AT LICK RUN, VA",ST,USGS,-79.7844925,37.77374009,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02016500
201144558,"WARWICK RUN ABOVE LICK DRAFT NEAR MILL GAP, VA",ST,USGS,-79.7805278,38.3006111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0201144558
3180670,"NORTH FORK NEAR ARBOVALE, WV",ST,USGS,-79.7769444,38.41527778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03180670
201144806,"WARWICK RUN BELOW LICK DRAFT NEAR MILL GAP, VA",ST,USGS,-79.7726944,38.2995,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0201144806
2011460,"BACK CREEK NEAR SUNRISE, VA",ST,USGS,-79.76866328,38.24540129,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02011460
2074000,"SMITH RIVER AT EDEN, NC",ST,USGS,-79.7655556,36.52555556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02074000
2016000,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA",ST,USGS,-79.7594917,37.79179587,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02016000
2019500,"JAMES RIVER AT BUCHANAN, VA",ST,USGS,-79.6789281,37.53068995,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02019500
2015742,"COWPASTURE RIVER AT ROUTE 678 NR GREEN VALLEY, VA",ST,USGS,-79.6073611,38.12294444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02015742
2015729,"COWPASTURE RIVER AT ROUTE 627 NR WILLIAMSVILLE, VA",ST,USGS,-79.5964444,38.15541667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02015729
2015700,"BULLPASTURE RIVER AT WILLIAMSVILLE, VA",ST,USGS,-79.57032338,38.19540308,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02015700
2058400,"PIGG RIVER NEAR SANDY LEVEL, VA",ST,USGS,-79.5247508,36.9459767,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02058400
2059500,"GOOSE CREEK NEAR HUDDLESTON, VA",ST,USGS,-79.5203076,37.1731995,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02059500
2074500,"SANDY RIVER NEAR DANVILLE, VA",ST,USGS,-79.5041932,36.6195825,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02074500
2020500,"CALFPASTURE RIVER ABOVE MILL CREEK AT GOSHEN, VA",ST,USGS,-79.49365288,37.98790619,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02020500
2076200,"BEARSKIN CREEK NEAR CHATHAM, VA",ST,USGS,-79.48447218,36.84180665,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02076200
2022500,"KERRS CREEK NEAR LEXINGTON, VA",ST,USGS,-79.4430938,37.82568687,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02022500
2021500,"MAURY RIVER AT ROCKBRIDGE BATHS, VA",ST,USGS,-79.42198289,37.90735266,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02021500
2024000,"MAURY RIVER NEAR BUENA VISTA, VA",ST,USGS,-79.3914251,37.76263275,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02024000
2024750,"JAMES RIVER AT BEDFORD DAM NR MAJOR, VA",ST,USGS,-79.3763942,37.57983127,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02024750
2075045,"DAN RIVER AT STP NEAR DANVILLE, VA",ST,USGS,-79.369744,36.56263889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02075045
2024752,"JAMES RIVER AT BLUE RIDGE PKWY NR BIG ISLAND, VA",ST,USGS,-79.3672547,37.55541524,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02024752
1605500,"SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV",ST,USGS,-79.3378199,38.63567247,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01605500
2020246,"RAMSEYS DRAFT AT ROUTE 716 NEAR WEST AUGUSTA, VA",ST,USGS,-79.33538889,38.2759722,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02020246
2020258,"RAMSEYS DRAFT AT ROUTE 629 NEAR WEST AUGUSTA, VA",ST,USGS,-79.3348056,38.24416667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02020258
1607300,"BRUSHY FORK NEAR SUGAR GROVE, WV",LK,USGS,-79.31888889,38.46638889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01607300
2061500,"BIG OTTER RIVER NEAR EVINGTON, VA",ST,USGS,-79.3036357,37.20847738,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02061500
2060500,"ROANOKE RIVER AT ALTAVISTA, VA",ST,USGS,-79.2953015,37.10458716,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02060500
2024915,"PEDLAR RIVER AT FOREST ROAD NEAR BUENA VISTA, VA",ST,USGS,-79.2783333,37.6975,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02024915
2025500,"JAMES RIVER AT HOLCOMB ROCK, VA",ST,USGS,-79.2625287,37.5012508,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02025500
1607500,"S F SOUTH BRANCH POTOMAC RIVER AT BRANDYWINE, WV",ST,USGS,-79.2436497,38.63150665,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01607500
162246747,"BUCKHORN CREEK ABV TRIBUTARY NR LONE FOUNTAIN, VA",ST,USGS,-79.2393611,38.29275,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0162246747
1620500,"NORTH RIVER NEAR STOKESVILLE, VA",ST,USGS,-79.2391667,38.335,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01620500
162246784,"BUCKHORN CREEK ABOVE RT 250 NR LONE FOUNTAIN, VA",ST,USGS,-79.2374722,38.28538889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0162246784
1607510,"HEAVENER RUN NEAR BRANDYWINE, WV",ST,USGS,-79.2300381,38.63317329,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01607510
2025652,"HARRIS CREEK BELOW ROUTE 130 NEAR MONROE, VA",ST,USGS,-79.1666667,37.48527778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02025652
2076700,"BLACKS CREEK NEAR MOUNT AIRY, VA",ST,USGS,-79.1652968,36.9445838,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02076700
1622459,"MIDDLE RIVER AT ROUTE 721 NEAR CHURCHVILLE, VA",ST,USGS,-79.15213889,38.20227778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01622459
1622464,"MIDDLE RIVER ABOVE ROUTE 250 NEAR CHURCHVILLE, VA",ST,USGS,-79.1341944,38.2085833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01622464
2075500,"DAN RIVER AT PACES, VA",ST,USGS,-79.089459,36.64236056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02075500
2077280,"HYCO LAKE AT DAM NR ROXBORO, NC",LK,USGS,-79.0472222,36.51166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02077280
2027500,"PINEY RIVER AT PINEY RIVER, VA",ST,USGS,-79.0275254,37.7023625,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02027500
162588350,"SOUTH FORK BACK CREEK AT RT 814 NEAR SHERANDO, VA",ST,USGS,-78.9873056,37.9218611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0162588350
162588440,"SOUTH FORK BACK CREEK BELOW RT 814 NR SHERANDO, VA",ST,USGS,-78.9853333,37.9250833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0162588440
2027000,"TYE RIVER NEAR LOVINGSTON, VA",ST,USGS,-78.981691,37.71541868,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02027000
1621050,"MUDDY CREEK AT MOUNT CLINTON, VA",ST,USGS,-78.96030749,38.48679008,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01621050
2064000,"FALLING RIVER NEAR NARUNA, VA",ST,USGS,-78.9597374,37.12680956,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02064000
2027700,"BUFFALO RIVER TRIB NEAR AMHERST, VA",ST,USGS,-78.9594659,37.56264239,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02027700
2062500,"ROANOKE (STAUNTON) RIVER AT BROOKNEAL, VA",ST,USGS,-78.9457222,37.03944444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02062500
2077000,"BANISTER RIVER AT HALIFAX, VA",ST,USGS,-78.9158438,36.7765267,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02077000
202848919,"SPRUCE CREEK ABOVE ROUTE 151 NEAR NELLYSFORD, VA",ST,USGS,-78.9154444,37.8905833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0202848919
1622000,"NORTH RIVER NEAR BURKETOWN, VA",ST,USGS,-78.9136385,38.3404051,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01622000
1626000,"SOUTH RIVER NEAR WAYNESBORO, VA",ST,USGS,-78.90807949,38.0576362,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01626000
2076000,"DAN RIVER AT SOUTH BOSTON, VA",ST,USGS,-78.9004167,36.6932222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02076000
202848938,"SPRUCE CREEK AT ROUTE 627 NEAR NELLYSFORD, VA",ST,USGS,-78.8993056,37.8838611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0202848938
1626850,"SOUTH RIVER NEAR DOOMS, VA",ST,USGS,-78.8769683,38.08874648,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01626850
2077670,"MAYO CR NR BETHEL HILL, NC",ST,USGS,-78.8719444,36.5408333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02077670
1625000,"MIDDLE RIVER NEAR GROTTOES, VA",ST,USGS,-78.8619703,38.26179616,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01625000
1632000,"N F SHENANDOAH RIVER AT COOTES STORE, VA",ST,USGS,-78.852803,38.63706254,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01632000
1627500,"SOUTH RIVER AT HARRISTON, VA",ST,USGS,-78.8366915,38.21874208,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01627500
2026000,"JAMES RIVER AT BENT CREEK, VA",ST,USGS,-78.8294611,37.5362539,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02026000
2028500,"ROCKFISH RIVER NEAR GREENFIELD, VA",ST,USGS,-78.8233543,37.86958499,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02028500
2030800,"STOCKTON CREEK NEAR AFTON, VA",ST,USGS,-78.8080773,38.03013798,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02030800
1632082,"LINVILLE CREEK AT BROADWAY, VA",ST,USGS,-78.803357,38.60678588,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01632082
1627400,"PAINE RUN NEAR HARRISTON, VA",ST,USGS,-78.79313889,38.19863889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01627400
